"Product Name","Location","Time","Store Name","Price","Unity"
"Imprimante Mobile TSC ALPHA 3R","Dar el beida, 16","il y a environ 6 heures","TifawtTech","38 500","DA"
"Adaptateur secteur USB C 96W","El mouradia, 16","il y a environ 6 heures","ADMAC","16 900","DA"
"PACK CARTOUCHE CANON PGI-1500 - MB2050 COMPATIBLE","El achour, 16","il y a environ 6 heures","TONER SHOP","3 500","DA"
"PGI-1400 PACK CARTOUCHE CANON MB2040 COMPATIBLE","El achour, 16","il y a environ 6 heures","TONER SHOP","3 500","DA"
"Samsung SSD NVMe M.2 2TB 970 evo plus","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","26 500","DA"
"Samsung 2TB SSD Disk Dur 870 QVO Sata","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","31 000","DA"
"SanDisk 1To Portable SSD Disk Dur externe","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","20 000","DA"
"Vengeance RGB DDR5 32 Go (2 x 16 Go) 6000 MHz Noir","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","34 500","DA"
"CORSAIR VENGEANCE RGB DDR5 RAM 32Go (2x16Go) 5200MHz Blanc","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","33 500","DA"
"Western Digital WD Red SSD SN700 NVMe 2To M.2 2280","Bab ezzouar, 16","il y a environ 6 heures","Dlala ⏐دلالة","26 500","DA"
